"Phylostratum"	"GeneID"	"Zygote"	"Quadrant"	"Globular"	"Heart"	"Torpedo"	"Bent"	"Mature"
1	"at1g02360"	866.7541885	955.8314141	1192.785853	972.1917954	859.03597	984.253363	940.8342404
1	"at1g02400"	784.536023	786.113302	845.220691	843.4244001	844.281891	897.706334	785.049669
1	"at1g02410"	2882.151338	2377.61986	3723.960283	3048.764536	2399.451776	3243.1711	4270.59298
7	"at1g02420"	867.1874132	823.7105638	705.044269	688.748303	704.8614569	659.2571601	1420.782684
1	"at1g02440"	2739.761096	2698.700776	1746.9845	2679.63641	3469.734933	2803.408603	2425.927718
1	"at1g02460"	842.5095852	836.8052198	884.3723265	782.2585701	786.0885203	812.4438872	835.4190538
1	"at1g02470"	1176.686597	1347.559569	1339.057611	1081.372502	1072.01491	1310.913919	1182.584861
1	"at1g02475"	1071.858418	1153.134896	920.475841	812.1743887	777.4289411	690.0119928	945.1995294
1	"at1g02500"	978.3772214	940.7874896	1381.036098	1434.058125	1282.508908	1158.095033	874.7448674
1	"at1g02510"	1100.966279	1064.005301	1091.480779	1116.575678	947.1660604	937.3261835	957.0847926
1	"at1g02560"	9915.82160199999	9965.72066799999	19602.78698	22256.09701	27314.34139	19444.0844	13198.59967
1	"at1g02580"	1901.696402	1372.607586	1195.089852	1140.944331	1064.805959	911.4981768	828.8450664
1	"at1g02640"	875.4511983	841.8836672	970.3857419	1013.601759	994.5838356	1057.692299	902.3474993
1	"at1g02720"	965.9272639	938.5629501	1059.741483	1169.209679	1278.17664	1692.750031	822.0817842
1	"at1g02730"	15164.10094	13536.75822	12995.26678	13102.10946	11251.25368	14423.06045	14051.31664
1	"at1g02780"	53775.96412	55938.54981	69276.83301	62158.09189	59432.62252	56060.60532	32089.44976
1	"at1g02790"	972.9582519	975.2846186	1167.204019	1223.42799	978.6242476	972.9180569	853.8603054
1	"at1g02800"	1333.025716	1133.211422	3796.51129	3564.882777	3308.619326	1884.211865	967.0663144
1	"at1g02810"	1252.244645	1264.986594	3243.730575	2676.490579	2418.711067	2150.938838	1046.670338
1	"at1g02840"	1153.456928	1020.041799	1904.149372	2214.61825	1851.872599	2451.644477	2204.398131
1	"at1g02850"	1206.63634	1301.482631	1281.516606	1397.092856	1366.138995	1876.734435	3082.854335
1	"at1g02880"	1212.09093	1181.395453	1154.240105	1249.829324	1189.28052	1054.641054	1229.554214
1	"at1g02920"	918.8307781	824.2019218	793.1908893	841.3035835	822.4098687	857.6579146	750.1778293
1	"at1g02930"	2094.521187	1771.41651	3918.650806	2806.197057	892.5747541	1133.316295	769.2362566
1	"at1g02940"	814.2329071	775.6904916	933.127474	1055.835236	910.9289727	836.3741261	731.3424763
1	"at1g02950"	889.2185453	974.6324576	1140.569866	1005.94937	925.6254357	984.2852843	845.7114253
1	"at1g03000"	861.2680982	784.283488	793.9923155	836.4420765	817.2042687	868.7494186	875.3228295
1	"at1g03020"	791.2273737	691.629135	685.2886449	686.7539405	642.0574285	674.9797774	733.1922509
1	"at1g03055"	972.3524249	1083.322619	1378.992211	1108.525287	1045.042211	1208.932714	959.8322164
1	"at1g03070"	770.1791273	688.842441	727.5999376	775.1859433	729.2953808	735.4562533	761.9230338
1	"at1g03090"	1165.863993	1025.158783	1133.590375	1193.613761	1200.051914	1432.074643	1196.653306
1	"at1g03110"	900.7512411	858.3019822	898.9002043	1187.784222	1349.171867	1141.56792	855.6273282
1	"at1g03130"	1892.630952	1630.831393	2482.001157	2864.471497	6182.332879	10266.45742	4631.276792
1	"at1g03150"	771.0308673	804.4407772	768.4155431	716.1768039	714.7586149	635.0477241	707.3232497
1	"at1g03160"	6467.493519	4053.084026	1677.91216	2723.638507	2979.237273	2454.581177	3380.856025
1	"at1g03190"	1286.004196	1296.627336	1188.662615	1170.818464	1207.706013	1214.015029	1913.845091
1	"at1g03260"	1107.289518	1099.43646	1463.423437	1045.817756	1012.970822	1346.563916	1108.440967
1	"at1g03270"	1163.440219	825.3977629	827.1053925	1038.646048	966.0527894	1090.646623	2276.164391
1	"at1g03310"	1487.515457	1567.876577	1702.91853	1921.168828	1763.221669	1481.702701	1011.466871
1	"at1g03360"	968.5535876	913.1487822	982.6492066	982.790233	983.8860474	1102.040413	905.0096569
1	"at1g03390"	3483.802632	5890.614857	4671.646863	3479.793971	5211.72856	4068.53929	2387.770199
1	"at1g03400"	1037.654868	805.7697306	781.1569355	933.9235842	840.7843185	1091.069438	1869.702629
1	"at1g03410"	3109.382235	2988.470005	1990.900593	2201.928432	2361.849302	1631.268992	3218.572049
1	"at1g03430"	942.7348445	862.5334777	901.523062	922.767181	926.2973378	1003.35842	1106.28437
2	"at1g03440"	1233.480291	1153.161781	1891.713523	1708.831989	1827.039358	2668.016461	1986.756593
1	"at1g03445"	703.1354547	645.6083296	714.5348216	736.317546	679.28947	649.2651161	690.1070056
1	"at1g03457"	828.3889705	790.2554516	846.6062595	937.3694784	897.422084	864.6860658	767.5475238
1	"at1g03475"	1275.452935	1605.872495	2330.651674	2329.568977	4396.321572	3995.809873	2374.150073
1	"at1g03540"	1490.935511	1633.759952	1775.600134	1359.669121	1564.050731	1724.335303	1682.344713
6	"at1g03560"	867.3987608	828.8798134	772.4194431	785.0919131	724.4291602	749.9520161	701.0776037
1	"at1g03600"	981.8151069	1029.274722	1285.684477	1410.966084	1570.989487	1994.492854	1242.994797
1	"at1g03630"	718.6562877	761.6388985	831.5623961	754.6076061	1002.504914	1166.610553	617.775892
1	"at1g03650"	1017.606486	994.5113284	949.3224304	960.131718	822.0221545	807.6885257	892.1520866
1	"at1g03670"	837.111441	815.438592	822.1261426	906.9808903	902.947341	891.2357078	838.1806423
1	"at1g03680"	1030.856541	1377.71492	2436.977934	2307.020062	3594.388516	3564.254644	1790.028636
1	"at1g03687"	1087.290683	1141.426017	1236.924177	1152.49446	1090.541623	1131.430608	962.6232873
1	"at1g03750"	753.4316828	698.4684116	713.1402556	732.4498326	686.9243261	656.6025517	775.6718205
1	"at1g03810"	871.6501103	891.109373	808.1661554	857.9295145	890.3740377	899.0598857	857.5016711
1	"at1g03860"	6783.170816	5863.034271	8718.751545	7597.752453	5906.864811	3492.002675	5227.969986
1	"at1g03870"	2454.60531	2290.63883	730.0684444	782.1511743	695.8850396	672.5615137	854.8313619
1	"at1g03905"	907.5930918	905.3350709	975.6997889	1041.442801	985.6766362	887.1246425	811.4760913
1	"at1g03980"	916.3321093	875.7015785	867.7393927	950.3632233	916.1956567	838.9011158	842.3133853
1	"at1g03990"	1206.865994	1311.12333	1594.242299	1339.726872	1045.852547	1013.882793	1514.54516
1	"at1g04040"	929.7521109	894.4597016	863.0776711	929.8686447	912.0518882	906.9597022	862.7846347
1	"at1g04050"	961.6671059	845.3258992	953.0695733	969.9159339	828.3321296	942.4016489	915.909112
1	"at1g04090"	848.8224467	689.1930232	690.1477043	830.077802	704.3992909	682.4716359	715.5345317
1	"at1g04110"	867.2841356	774.4943816	853.2350656	974.9202213	896.9302716	807.6780074	765.5727614
1	"at1g04170"	2012.477435	2149.085619	3978.165988	2629.727945	1666.479098	2265.114999	1917.086034
1	"at1g04180"	951.1692712	908.3025047	776.1789499	817.9219642	799.0462552	777.797346	704.1508422
2	"at1g04190"	1530.195921	1704.215077	2818.630865	2553.984257	2202.456274	1344.127576	1011.813729
1	"at1g04220"	7047.222276	6410.938804	3576.075701	3458.709056	2277.285464	1988.761036	1638.599411
1	"at1g04270"	56136.30451	55371.23505	61763.71947	58626.76681	53665.17271	41160.69432	15353.39635
1	"at1g04280"	3479.631705	3122.308164	2439.121401	2651.037945	2676.537773	2073.82973	4736.945318
1	"at1g04290"	1052.550093	962.7330174	1144.845325	1010.349521	1062.298344	1134.248119	998.9640398
1	"at1g04310"	2424.982365	1872.010604	1499.956038	1930.608515	2016.512837	4296.999353	3762.154798
1	"at1g04350"	2418.543756	1835.838013	1301.57289	1538.493366	1341.869173	1289.253713	1238.380048
1	"at1g04380"	1448.021234	1440.927302	1145.711439	1137.154723	993.2137545	955.9738394	1057.078162
1	"at1g04400"	897.8430808	882.2763298	1098.152068	1108.72517	985.5124485	1185.556306	1502.322595
1	"at1g04410"	1422.445609	2160.795012	7496.592105	6636.700448	6141.396943	8011.217163	1659.388893
1	"at1g04420"	812.5199577	746.7663561	717.0136305	773.4621169	801.6904644	755.9045812	640.0223411
1	"at1g04480"	42184.65968	54525.29743	50836.42191	42024.49415	46085.95656	31844.42464	6980.656943
1	"at1g04510"	1196.237621	1115.116104	2259.576313	2713.962833	3091.606407	2086.792597	1299.882974
7	"at1g04530"	1016.633208	993.3924712	1045.631746	883.8921615	935.9518506	1047.689025	3083.158927
1	"at1g04540"	855.0106767	718.3946598	674.4580445	741.2763366	645.3564971	642.5704084	738.6113152
1	"at1g04570"	1209.756573	1190.225048	1079.934441	999.796362	940.4601719	927.8177338	990.7265493
1	"at1g04610"	946.9236555	1104.728067	1507.426694	1236.48095	1061.946892	1039.921435	964.1976112
1	"at1g04620"	1051.901681	1248.775748	829.961417	775.2651557	872.2441407	836.9423271	1038.453899
1	"at1g04640"	1349.854446	1440.849556	1128.386655	1315.80672	1867.786701	1451.906394	1335.927854
1	"at1g04680"	977.955927	973.012826	961.4187816	1230.424954	1491.699551	1684.613954	892.7648952
1	"at1g04690"	954.0079294	947.6509133	978.6898923	1105.44053	1243.729498	1247.170118	882.5733024
1	"at1g04710"	9244.608473	4925.944559	3029.105924	3261.580004	3396.17171	3538.402486	4020.976253
1	"at1g04730"	1172.044621	892.3966649	1160.877487	1162.640518	852.4234238	917.7560719	766.2024258
1	"at1g04770"	940.2621921	905.4475704	1085.168954	1067.273287	942.1102877	1093.586604	1225.715804
1	"at1g04840"	887.7796374	875.7646479	1000.332539	1063.030412	948.7797362	865.0117877	900.8911957
1	"at1g04870"	926.4053745	912.2340971	873.2374822	879.7409718	860.3880858	911.3744013	867.1685884
1	"at1g04900"	1677.197824	2231.557146	1538.196397	1253.668471	1304.046756	1133.963288	858.3145479
1	"at1g04940"	932.4842342	838.0316804	941.0811486	957.0859571	922.926541	1097.579738	1057.232015
1	"at1g04980"	1525.911612	1293.284836	2472.979911	2194.555299	1609.94075	2196.106445	914.5735053
1	"at1g05000"	967.6761671	988.0445174	806.4421043	787.1262417	839.4606275	894.3309852	863.07298
1	"at1g05010"	881.5829798	869.872021	846.9943436	865.1929041	796.1505878	781.1144192	809.3955871
1	"at1g05030"	1770.489599	1446.346069	1553.532507	1723.351224	2121.689657	2463.575879	1556.045785
1	"at1g05120"	3133.64647	2844.399144	2635.942191	4220.259476	5394.231979	3961.852531	3693.411712
1	"at1g05140"	895.0907607	849.3179928	961.7228626	1088.96131	1254.404921	1474.11214	1051.728625
1	"at1g05160"	1531.109516	1149.094156	1123.997177	1234.995233	1209.000488	1097.663363	1600.004975
1	"at1g05180"	1985.168199	2060.506045	2450.320856	2514.00215	2027.098695	1524.470596	1639.406997
1	"at1g05190"	1049.943727	1106.150532	2663.459789	2737.268722	2529.865009	2621.531288	887.7944682
1	"at1g05270"	858.8766023	853.5206814	939.3313209	916.8784123	830.0474256	807.5433357	763.4468582
1	"at1g05310"	886.2709343	798.2938417	741.5755858	861.6332695	684.8487423	738.572657	675.1872661
1	"at1g05350"	1423.299122	1385.693422	1145.0312	1159.935157	1176.023559	1156.840123	989.0435003
1	"at1g05460"	708.8069096	859.8472484	838.3991654	825.9340099	893.0030222	834.6575112	739.3448259
1	"at1g05490"	866.9488612	874.0813341	767.1055567	824.5439356	896.0079761	823.6537566	768.2991507
1	"at1g05510"	1789.784482	916.2755374	1326.452637	924.8721648	991.3348177	6588.620973	59781.30161
1	"at1g05530"	698.9378006	654.7870635	622.6842404	695.8750312	645.3269676	619.8050033	614.4452325
1	"at1g05560"	1188.260298	953.2113067	901.641257	855.4245887	960.0640619	1322.120138	4461.044011
1	"at1g05580"	1654.146283	2164.178366	1688.725998	1651.147663	1603.979143	1633.159388	1796.688105
1	"at1g05590"	1095.062849	1089.209821	1205.474322	1539.691729	1128.269344	1078.538234	826.5691258
1	"at1g05610"	911.4663133	1012.81093	938.0611831	973.6998718	952.7089195	862.3220268	866.1888813
1	"at1g05620"	1100.855142	1393.0261	932.1801364	775.8719349	1083.165616	1223.382646	872.6214872
1	"at1g05640"	866.5848522	778.4444056	887.8267937	976.4991428	791.6109399	759.6985083	729.8301947
1	"at1g05650"	936.8346295	927.6509739	1047.161325	1008.924135	907.7729504	880.9848357	830.0476436
1	"at1g05660"	1025.984472	1096.963434	1188.453769	1153.295476	1080.846492	1105.208681	1155.157555
10	"at1g05670"	952.7298628	1286.812036	1592.224632	1032.496463	1077.504174	1282.558148	922.1694082
1	"at1g05680"	823.402687	645.257061	642.6127511	775.1005529	646.8616193	630.075525	742.6548101
1	"at1g05750"	823.1371451	809.6933158	933.491905	867.6098647	904.1962077	967.8864616	845.6988669
1	"at1g05800"	867.3077888	1189.20617	1470.22985	1037.724596	987.2684601	1246.88286	877.2643723
1	"at1g05810"	1119.318087	1364.984407	852.3226821	850.7655419	792.3979156	794.9390501	943.7690689
1	"at1g05850"	2401.115324	3117.238264	7627.168997	4915.461738	4305.945623	11796.6598	3965.55842
1	"at1g05900"	876.1877935	869.4183444	936.2166243	847.4254464	814.6839609	970.4273509	841.8998417
1	"at1g05910"	869.8078844	763.7153901	788.2682274	862.8007093	894.7032387	862.1687399	810.7198862
1	"at1g05940"	1370.836435	1123.396101	1713.893573	1413.171816	1502.020905	2888.563876	3482.902593
1	"at1g05990"	1099.590052	1028.15074	1109.538661	1266.151152	1056.614136	1069.866061	879.8840212
1	"at1g06020"	835.893776	668.8892003	742.4149924	849.9866483	722.0800645	758.4746223	699.5553965
1	"at1g06030"	909.3866769	859.2045648	853.9181044	924.8356945	832.298991	798.3249208	802.1995622
1	"at1g06080"	1389.715847	1713.049113	1653.012778	1687.647976	1899.163966	1303.850333	1471.159993
1	"at1g06090"	1136.132325	1030.413015	1053.660515	1092.131265	1078.94391	1113.765982	985.7557981
1	"at1g06100"	3510.080967	2729.126859	2245.72594	2709.404849	2283.360558	1703.344663	1303.199956
1	"at1g06110"	1318.39837	1150.290313	1153.343669	1027.811291	1056.916918	1930.671786	8383.337749
1	"at1g06120"	1062.840058	1103.807382	922.9457787	977.0446434	915.3345267	915.0757133	857.7454113
1	"at1g06130"	1232.61669	1032.849653	1097.209943	1106.739227	1104.327818	1235.927773	2168.397086
1	"at1g06240"	1567.6101	1727.993274	1362.739739	1349.676089	1356.269101	1145.035651	1012.534525
1	"at1g06250"	924.228023	896.9376578	860.0674782	910.5341751	948.6875603	897.6478274	820.9803352
1	"at1g06260"	1027.57035	1082.542801	1264.952859	1150.020348	1028.188735	897.5323292	848.5693941
1	"at1g06290"	837.3057857	791.5877161	718.2581429	756.38996	727.5008902	745.5949028	707.9486049
1	"at1g06310"	931.4315564	846.877417	765.6835369	926.3232814	833.1189385	848.0601336	743.9333457
1	"at1g06350"	1005.148199	964.883376	1245.851167	992.1462936	926.8346036	1316.54905	953.4046118
1	"at1g06360"	875.2684758	668.8337163	669.6897207	620.7344855	635.8570429	620.5645126	668.2811506
1	"at1g06400"	2070.28578	1452.21944	1732.184262	1698.026085	1361.83696	1398.944998	3643.61695
1	"at1g06460"	1075.311348	927.3497401	955.0115973	933.0981672	857.9376489	903.7454746	904.0744499
1	"at1g06550"	1012.405672	918.9028395	1250.73622	1306.261995	1098.490607	1416.051672	840.3783106
1	"at1g06560"	1241.629706	1174.168122	1563.247218	2092.663458	2283.799452	1558.74408	1086.8182
1	"at1g06570"	5284.695893	4160.064932	2379.23677	3436.831952	3610.034056	2547.435807	3395.850616
1	"at1g06580"	2228.046615	2138.349794	1674.672908	1388.505733	1512.902637	2866.900115	1483.0271
1	"at1g06620"	777.7535639	671.3256417	764.4089784	733.3769194	747.3723725	738.2613396	729.1642824
1	"at1g06640"	1469.225539	1215.501394	1419.430383	1211.315568	1201.628009	1944.943731	3832.420645
1	"at1g06650"	903.1263128	765.8497158	783.1569876	766.1523582	701.1379419	837.3785287	1799.198224
1	"at1g06670"	952.4081112	897.3095549	1190.77987	1074.00651	1035.796659	1083.46516	917.9393585
1	"at1g06680"	6799.683444	6035.36405	9710.124061	12117.3137	18853.73561	18875.85366	2754.143803
1	"at1g06690"	1151.933198	1059.061818	1947.030005	1401.854777	1329.416128	2345.23756	2626.868737
6	"at1g06710"	815.9842812	792.0063837	766.5749859	796.1461728	807.5282809	832.8540278	732.6544997
1	"at1g06780"	4170.2702	3738.737498	2120.083573	2504.0327	2384.069195	2382.696128	2076.572149
1	"at1g06790"	2621.800577	2657.773004	2729.746699	2753.144864	2386.995947	2039.869929	2142.024403
1	"at1g06800"	1169.442398	1069.691661	1033.296679	1186.294371	1084.541467	1063.698088	1062.451981
1	"at1g06820"	857.0382604	740.2355541	824.9795959	827.6009691	732.0799093	670.9391338	715.7578735
1	"at1g06870"	984.4725726	948.4236434	1028.755576	1118.570703	1008.182508	931.1603727	828.899066
1	"at1g06900"	948.7727251	1023.391579	909.9177616	872.0745867	868.649369	828.6393947	755.3207119
1	"at1g06990"	969.3205326	861.467605	1010.146712	956.3065558	900.6674117	1085.834319	934.9379324
1	"at1g07010"	1015.946647	939.7183303	868.7368174	954.500347	1099.14697	1386.614276	860.9102239
1	"at1g07070"	1220.32436	1477.44757	1835.864822	1796.084635	1770.845732	1224.895355	824.5077473
1	"at1g07110"	1020.686588	1095.343596	1330.660009	1036.473717	1021.16836	1192.380273	1018.767988
1	"at1g07160"	1080.784995	1040.261079	1122.153006	1045.059755	969.9276338	1092.986147	979.8473771
1	"at1g07180"	751.1788325	777.6611239	726.4907361	740.4361021	734.0695332	743.57507	797.8897267
1	"at1g07200"	1591.252442	1554.139653	1050.083642	1293.081418	1206.380516	1237.134684	998.7157621
1	"at1g07210"	1201.615607	1224.252957	2669.517269	2348.275653	2261.648989	1749.544595	1176.107071
1	"at1g07230"	921.3810111	754.569478	801.1903598	873.3432458	777.0748682	872.9500643	1187.995041
1	"at1g07240"	850.0581767	726.4880653	750.6728227	862.0732304	687.9010553	736.1698913	791.6560178
1	"at1g07250"	869.1589804	891.3566315	844.2035627	842.8846682	788.6805499	782.3487906	745.6873599
1	"at1g07260"	935.9708825	1019.071881	913.0503976	974.4867358	908.0479942	886.5807507	764.3124354
1	"at1g07270"	921.9309575	887.215254	977.7094819	994.7006102	895.3059744	836.8579194	844.8368339
4	"at1g07280"	12852.74413	13309.46337	19506.94033	26007.17296	26706.83746	22725.85893	25447.84672
1	"at1g07320"	4594.618425	3043.827726	5266.828056	9029.323503	9889.05046499999	10257.55427	2883.491882
1	"at1g07340"	842.433886	819.8963217	743.3303239	782.4838028	738.0064678	790.819387	725.5745044
1	"at1g07350"	916.3722177	852.484654	918.596364	971.5202987	1016.400423	1024.370338	1043.021447
1	"at1g07370"	16211.71101	22928.95498	30261.81362	22506.67859	20823.86453	9726.289196	2015.459131
1	"at1g07380"	819.1067169	848.9318901	1019.791811	996.5670263	1099.842617	1467.143839	792.7169997
1	"at1g07390"	816.4202967	741.1855881	753.0191042	832.3535476	805.4526363	849.6284217	781.9597016
1	"at1g07400"	1134.665701	958.1464697	992.9283891	1084.719914	1116.131428	1200.193001	2497.289928
1	"at1g07410"	1936.829038	1635.554303	1181.386201	1167.92567	1036.856634	1077.377159	879.2884868
1	"at1g07420"	2385.203208	3381.687098	1857.931765	2141.770416	2421.829027	1593.576647	1500.237229
1	"at1g07430"	1138.595033	1027.957579	891.0074263	867.7232629	802.6810299	785.4332357	1126.433995
1	"at1g07440"	1066.786764	955.1377417	1123.270672	1354.204498	1504.955102	1290.481759	1094.754664
1	"at1g07450"	1471.629121	1303.5263	1151.287213	1215.075441	1239.561284	1179.71644	1033.630445
1	"at1g07460"	1091.83437	1141.80722	1389.313332	1144.696835	1137.083206	1280.890936	1070.852856
1	"at1g07520"	871.1306114	842.6051767	862.2527663	947.6282104	945.3386245	959.6278605	848.5439408
1	"at1g07530"	1185.983045	983.6131007	1014.938019	1006.383946	943.5619674	1087.612278	2070.418587
1	"at1g07670"	18595.20073	14037.16852	11256.14968	10805.22253	6639.649443	5073.367656	5725.392043
1	"at1g07710"	917.0991491	862.086923	884.1527524	929.8291429	898.8498622	863.4958864	831.9887003
1	"at1g07720"	891.2277293	857.1508063	981.3058791	985.694368	950.8760598	998.7087179	916.2552716
10	"at1g07740"	1163.801312	1522.756086	1056.834832	1034.126493	1013.811219	802.844524	992.6579921
1	"at1g07745"	1080.271522	1334.359399	928.4020032	880.8837643	996.2360872	855.4690758	826.0494961
1	"at1g07770"	23361.01426	23156.10438	20345.52742	21056.87243	20367.76654	22250.91351	10615.10423
1	"at1g07780"	3783.45853	2982.698736	4846.416103	5625.077831	5450.555379	5365.946163	1896.437572
1	"at1g07810"	1765.856358	1650.342415	2619.914627	2240.380939	1959.671264	1843.119401	2130.97701
1	"at1g07890"	774.4327406	835.1234899	1126.710655	1060.980597	1009.275189	796.636181	841.5559528
1	"at1g07920"	2609.039668	3450.083242	6560.678324	11122.67493	2886.943087	2907.91788	1503.073169
1	"at1g07930"	4663.52913	5168.304809	6326.92605	7059.543994	3368.722685	6837.327827	4777.39793
1	"at1g07940"	1153.916769	1284.166394	1043.222055	1053.281713	1033.15353	803.2271748	921.0739911
1	"at1g07960"	1348.01837	1370.62677	1725.755293	1594.605144	1333.195472	1494.270138	2761.539245
3	"at1g08030"	1826.565316	1464.928935	1232.030402	1082.273724	1047.283318	861.2410703	798.6276856
1	"at1g08040"	5760.672694	2881.935489	1669.065127	1589.884027	1889.939748	2885.295051	4336.124202
1	"at1g08050"	950.184637	1013.429263	1294.961444	963.2022378	929.0640179	1074.804954	1812.405855
1	"at1g08065"	845.9280188	852.4256138	733.4483771	716.910372	711.0134354	666.9096405	738.3984352
1	"at1g08070"	1067.161185	775.3621288	799.9498717	1064.707583	936.716902	999.4526176	873.4704773
1	"at1g08080"	948.0387712	955.2460878	929.5067328	1046.965354	1054.30095	1050.517292	822.9041924
1	"at1g08090"	829.8962879	846.8126965	896.2264647	823.3131346	863.6560887	869.4539378	848.0849383
1	"at1g08100"	1051.870853	1108.205776	1431.036949	1110.358797	1019.585714	1288.090162	1058.971618
1	"at1g08110"	1052.189253	1058.28662	916.6289309	911.1115091	849.6838844	820.7237421	1024.64067
1	"at1g08125"	1293.412559	1196.737753	2069.330911	2020.616675	1849.964358	1744.191551	1989.779937
1	"at1g08130"	7459.932893	6308.575932	15178.40373	10704.6695	4977.717656	4070.559144	2635.339
1	"at1g08135"	870.5682118	816.2366107	730.1671182	772.0325537	720.4584463	681.1732081	716.363183
1	"at1g08140"	826.2115048	818.246204	781.4827792	755.3600314	688.1041621	731.9940309	891.6565722
